origin,destination,flow,cost,O,D,log_O,log_D,log_cost,log_flow
8728d5522ffffff,8728d5d84ffffff,71,29.036388056274763,4363,71,8.38091517312361,4.2626798770413155,10.276339521927877,4.2626798770413155
8728d5522ffffff,8728d5d85ffffff,3,28.156125759154637,4363,3,8.38091517312361,1.0986122886681098,10.245555736850827,1.0986122886681098
8728d5522ffffff,8728d5d90ffffff,9,25.933706622835132,4363,9,8.38091517312361,2.1972245773362196,10.163337374704366,2.1972245773362196
8728d5522ffffff,8728d5d91ffffff,63,24.58101537045738,4363,63,8.38091517312361,4.143134726391533,10.109770372047588,4.143134726391533
8728d5522ffffff,8728d5d92ffffff,22,25.28220997228546,4363,22,8.38091517312361,3.091042453358316,10.137895816951726,3.091042453358316
8728d5522ffffff,8728d5d93ffffff,23,23.7667435925994,4363,23,8.38091517312361,3.1354942159291497,10.076084629159286,3.1354942159291497
8728d5522ffffff,8728d5d94ffffff,24,28.11226136036904,4363,24,8.38091517312361,3.1780538303479458,10.243996678528466,3.1780538303479458
8728d5522ffffff,8728d5d96ffffff,4,27.407879116670884,4363,4,8.38091517312361,1.3862943611198906,10.218622295234518,1.3862943611198906
8728d5522ffffff,8728d5d9affffff,27,20.18544069683703,4363,27,8.38091517312361,3.295836866004329,9.91276640536655,3.295836866004329
8728d5522ffffff,8728d5d9bffffff,26,18.920773328882728,4363,26,8.38091517312361,3.258096538021482,9.848068565955915,3.258096538021482
8728d5522ffffff,8728d5d9effffff,7,22.379111406624137,4363,7,8.38091517312361,1.9459101490553132,10.015927959808135,1.9459101490553132
8728d5522ffffff,8728d5da1ffffff,7,31.867451877066763,4363,7,8.38091517312361,1.9459101490553132,10.369371830049117,1.9459101490553132
8728d5522ffffff,8728d5da2ffffff,26,31.27454734670844,4363,26,8.38091517312361,3.258096538021482,10.350591836275765,3.258096538021482
8728d5522ffffff,8728d5da3ffffff,56,30.38833127312688,4363,56,8.38091517312361,4.02535169073515,10.321846880835787,4.02535169073515
8728d5522ffffff,8728d5da8ffffff,2,29.069311239366193,4363,2,8.38091517312361,0.6931471805599453,10.277472700044152,0.6931471805599453
8728d5522ffffff,8728d5daaffffff,54,27.43555387265257,4363,54,8.38091517312361,3.9889840465642745,10.219631486221703,3.9889840465642745
8728d5522ffffff,8728d5dabffffff,5,26.88735985303541,4363,5,8.38091517312361,1.6094379124341003,10.199448752721938,1.6094379124341003
8728d5522ffffff,8728d5dacffffff,4,31.259663667334728,4363,4,8.38091517312361,1.3862943611198906,10.350115834311035,1.3862943611198906
8728d5522ffffff,8728d5daeffffff,2,29.649552468117438,4363,2,8.38091517312361,0.6931471805599453,10.297236037241063,0.6931471805599453
8728d5522ffffff,8728d5db4ffffff,56,33.440986038556765,4363,56,8.38091517312361,4.02535169073515,10.417567456540223,4.02535169073515
8728d5522ffffff,8728d5db5ffffff,49,32.296194329618544,4363,49,8.38091517312361,3.8918202981106265,10.382735642577844,3.8918202981106265
8728d5522ffffff,8728d5db6ffffff,14,32.495349824283714,4363,14,8.38091517312361,2.6390573296152584,10.388883048911278,2.6390573296152584
