,origin,destination,flow,cost,O,D,log_O,log_D,log_cost,log_flow,spline_0,spline_1,spline_2,spline_3,spline_4,spline_5,spline_6,spline_7,spline_8,spline_9,spline_10,spline_11,spline_12,spline_13,spline_14
209803,89309941803ffff,8930994a987ffff,1,3.6093129546654983,23554,1,10.067050936401493,0.0,8.191549738612549,1.0986122886681098,0.47896892448807127,0.4368222156203739,0.06269203357501774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209804,89309941803ffff,8930994a98bffff,5,4.136633082867212,23554,5,10.067050936401493,1.6094379124341003,8.32787918421147,1.9459101490553132,0.3928573293622198,0.5076142750049384,0.0943799492238821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209805,89309941803ffff,8930994a98fffff,4,3.9182494377442216,23554,4,10.067050936401493,1.3862943611198906,8.273655444488586,1.791759469228055,0.42964624768297,0.48001947295254754,0.08020749935098674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209806,89309941803ffff,8930994a993ffff,2,3.760451064532317,23554,2,10.067050936401493,0.6931471805599453,8.232560083353592,1.3862943611198906,0.45536317001449894,0.458498465021876,0.07090201227321061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209807,89309941803ffff,8930994a99bffff,7,4.0638951995151835,23554,7,10.067050936401493,1.9459101490553132,8.310143240472494,2.1972245773362196,0.4052202673396657,0.498729026541012,0.08948829545773479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209808,89309941803ffff,8930994a9a3ffff,6,3.530776268510791,23554,6,10.067050936401493,1.791759469228055,8.169556215581283,2.0794415416798357,0.4907412041432317,0.4251988459349907,0.05868800319304518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209809,89309941803ffff,8930994a9b3ffff,1,3.405727248638387,23554,1,10.067050936401493,0.0,8.133507358289112,1.0986122886681098,0.5086616730273961,0.4062503433993829,0.05267060765958127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209810,89309941803ffff,8930994a9b7ffff,1,3.222021720546578,23554,1,10.067050936401493,0.0,8.078074621025301,1.0986122886681098,0.5328451473433147,0.3775914989574155,0.044598898018731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209811,89309941803ffff,8930994a9bbffff,1,3.7154036574219633,23554,1,10.067050936401493,0.0,8.220511720897004,1.0986122886681098,0.462517531972254,0.4521395125823487,0.06838435412231297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209812,89309941803ffff,8930994a9c7ffff,4,4.4440368735254365,23554,4,10.067050936401493,1.3862943611198906,8.399543443419882,1.791759469228055,0.34026148301065035,0.5413406268670493,0.11702312675057723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209813,89309941803ffff,8930994a9cbffff,1,4.978892218116472,23554,3,10.067050936401493,1.0986122886681098,8.513163526835987,1.0986122886681098,0.2531794017756108,0.5822557362814309,0.16456478670832997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209814,89309941803ffff,8930994a9d3ffff,1,4.611030286897187,23554,1,10.067050936401493,0.0,8.436423448344227,1.0986122886681098,0.31206047840360396,0.5567515433461866,0.13071717728269142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209815,89309941803ffff,8930994a9d7ffff,3,4.368223597647449,23554,3,10.067050936401493,1.0986122886681098,8.382340605862852,1.6094379124341003,0.35321034918223654,0.5336366750550888,0.11113563070682776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209816,89309941803ffff,8930994a9dbffff,7,4.913241501771544,23554,7,10.067050936401493,1.9459101490553132,8.499892697533172,2.1972245773362196,0.26323044336272894,0.5786238454903028,0.15814048687154816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209902,89309941803ffff,8930994ac03ffff,9,6.0921501157214255,23554,9,10.067050936401493,2.1972245773362196,8.714920487352092,2.3978952727983707,0.11935582333067976,0.5843805483507261,0.29452668460578346,0.0017369437128107463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209903,89309941803ffff,8930994ac07ffff,15,5.781911113557184,23554,15,10.067050936401493,2.70805020110221,8.662662487740455,2.833213344056216,0.15009878521563863,0.594090533553106,0.25517328294064817,0.0006373982906072057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209904,89309941803ffff,8930994ac0fffff,2,6.035908153309398,23554,2,10.067050936401493,0.6931471805599453,8.70564726471836,1.3862943611198906,0.12458367017405526,0.5866611043095762,0.2872730402548209,0.001482185261547771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209905,89309941803ffff,8930994ac13ffff,5,6.161012417073521,23554,5,10.067050936401493,1.6094379124341003,8.726158694259016,1.9459101490553132,0.11315665943045984,0.5812897328588487,0.3034669590530387,0.002086648657652662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209906,89309941803ffff,8930994ac17ffff,3,5.846720888176959,23554,3,10.067050936401493,1.0986122886681098,8.673807272550691,1.6094379124341003,0.14328586482985303,0.5926554408600923,0.2632493010981491,0.0008093932119056698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209907,89309941803ffff,8930994ac23ffff,32,5.427278365664836,23554,32,10.067050936401493,3.4657359027997265,8.599377302923685,3.5263605246161616,0.19122923551386525,0.595932943470168,0.21273381188972293,0.0001040091262438616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209908,89309941803ffff,8930994ac27ffff,24,5.12666033318482,23554,24,10.067050936401493,3.1780538303479458,8.542404758728226,3.258096538021482,0.23147817123943176,0.588873690619263,0.17964542881935872,2.709321946594816e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209909,89309941803ffff,8930994ac2bffff,3,5.692827520449375,23554,3,10.067050936401493,1.0986122886681098,8.64713797592316,1.6094379124341003,0.15981104288645806,0.5955261765919596,0.24421936169565142,0.00044341882593109484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209910,89309941803ffff,8930994ac2fffff,15,5.395856877742865,23554,15,10.067050936401493,2.70805020110221,8.593572003412623,2.833213344056216,0.19519848471075532,0.5955805257051714,0.20913828047907013,8.27091050032168e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209911,89309941803ffff,8930994ac33ffff,37,5.473312898771405,23554,37,10.067050936401493,3.6109179126442243,8.60782204886788,3.6635616461296463,0.18551175024949815,0.5962925484559507,0.21805432266848926,0.0001413786260618963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209912,89309941803ffff,8930994ac37ffff,19,5.166650530526585,23554,19,10.067050936401493,2.9444389791664403,8.550173421373849,3.044522437723423,0.22582633583059303,0.5902988385571365,0.18386865456549512,6.171046775297072e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209913,89309941803ffff,8930994ac3bffff,11,5.730491637469448,23554,11,10.067050936401493,2.3978952727983707,8.653731096506533,2.5649493574615367,0.1556551883314058,0.5949960966341413,0.24882897702074555,0.0005197380137072632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209914,89309941803ffff,8930994ac63ffff,2,6.259146611751231,23554,2,10.067050936401493,0.6931471805599453,8.741958884227436,1.3862943611198906,0.10469888546446639,0.5763342875219012,0.31630507470070773,0.002661752312924731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209915,89309941803ffff,8930994ac67ffff,1,5.962642192026325,23554,1,10.067050936401493,0.0,8.69343667945482,1.0986122886681098,0.13161994837861934,0.5892943959727089,0.2778962406396655,0.0011894150090062219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209916,89309941803ffff,8930994ac6bffff,6,6.529468430024995,23554,6,10.067050936401493,1.791759469228055,8.78423395477038,2.0794415416798357,0.08360225536881007,0.5595396820341406,0.3520876022765599,0.004770460320489596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209917,89309941803ffff,8930994ac6fffff,7,6.236170355479584,23554,7,10.067050936401493,1.9459101490553132,8.738281889842318,2.1972245773362196,0.10663993487552005,0.5775513882685751,0.3132899926988795,0.0025186841570253174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209918,89309941803ffff,8930994ac73ffff,7,6.294898769769608,23554,7,10.067050936401493,1.9459101490553132,8.74765371146887,2.1972245773362196,0.1017255930172254,0.5743725751746086,0.3210068476509269,0.0028949841572391485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209919,89309941803ffff,8930994ac77ffff,4,5.992643973933589,23554,4,10.067050936401493,1.3862943611198906,8.698454849037722,1.791759469228055,0.12870747796532883,0.5882628670805561,0.28172552981129323,0.001304125142821908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209920,89309941803ffff,8930994ac7bffff,2,6.558292920280079,23554,2,10.067050936401493,0.6931471805599453,8.788638089586078,1.3862943611198906,0.0815364335488522,0.5574926488098885,0.355925628860602,0.005045288780657651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209921,89309941803ffff,8930994ac87ffff,35,5.694968024918978,23554,35,10.067050936401493,3.5553480614894135,8.647513839473348,3.6109179126442243,0.15957290084626452,0.595499101662885,0.24448045610039557,0.0004475413904548691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209923,89309941803ffff,8930994ac8fffff,9,5.924479409935536,23554,9,10.067050936401493,2.1972245773362196,8.687016875799335,2.3978952727983707,0.13538771871691016,0.5905114102677774,0.27304738089891106,0.0010534901164014456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209924,89309941803ffff,8930994ac97ffff,5,5.794921141600963,23554,5,10.067050936401493,1.6094379124341003,8.664909697689106,1.9459101490553132,0.14871419666399682,0.5938285243976688,0.2567875317804785,0.0006697471578560395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209926,89309941803ffff,8930994aca7ffff,7,4.976938263023901,23554,7,10.067050936401493,1.9459101490553132,8.512771080886772,2.1972245773362196,0.25347504414442823,0.5821537442440027,0.1643711134896508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209927,89309941803ffff,8930994acabffff,52,5.533593511088703,23554,52,10.067050936401493,3.9512437185814275,8.61877340271487,3.9889840465642745,0.17819878272821268,0.5964858943424124,0.2251127551555343,0.00020256777384067642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209928,89309941803ffff,8930994acafffff,34,5.221840747582952,23554,34,10.067050936401493,3.5263605246161616,8.560796737368914,3.58351893845611,0.2181784523430056,0.5920156532705313,0.1897913376943322,1.455669213099085e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209931,89309941803ffff,8930994acbbffff,81,5.6076585529575675,23554,81,10.067050936401493,4.394449154672439,8.632066852803822,4.418840607796598,0.16947993004068995,0.5963009090241028,0.23391999125177418,0.00029916968343296767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209934,89309941803ffff,8930994ad13ffff,1,3.9950228278340396,23554,1,10.067050936401493,0.0,8.293054852423309,1.0986122886681098,0.416835865930828,0.49002889591079474,0.0850151905062019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209935,89309941803ffff,8930994ad23ffff,11,3.415713207061043,23554,11,10.067050936401493,2.3978952727983707,8.136434317384513,2.5649493574615367,0.5072709045401385,0.4077817896847464,0.05313527510704145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209937,89309941803ffff,8930994ad33ffff,4,3.3966750718381964,23554,4,10.067050936401493,1.3862943611198906,8.130846674304227,1.791759469228055,0.5099160242857618,0.4048595283601365,0.05225173895612447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209938,89309941803ffff,8930994ad37ffff,12,3.1221925566599738,23554,14,10.067050936401493,2.6390573296152584,8.046611012974378,2.6390573296152584,0.544755626526563,0.3616922286829674,0.04058053690341986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209939,89309941803ffff,8930994ad4bffff,2,5.09358601835954,23554,2,10.067050936401493,0.6931471805599453,8.535933689825638,1.3862943611198906,0.23622320821417456,0.5875785421823786,0.17619715672553607,1.0928779108151916e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209940,89309941803ffff,8930994ad5bffff,4,5.102230040165892,23554,4,10.067050936401493,1.3862943611198906,8.537628959445515,1.791759469228055,0.23497688660004795,0.5879272721723668,0.1770944166886268,1.42453895851394e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209941,89309941803ffff,8930994ad63ffff,3,4.269754233534715,23554,3,10.067050936401493,1.0986122886681098,8.359545726112684,1.6094379124341003,0.37008289080502693,0.523013774658416,0.1037880542234257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209942,89309941803ffff,8930994ad67ffff,2,4.010064332288743,23554,3,10.067050936401493,1.0986122886681098,8.296811904606463,1.3862943611198906,0.41430799095801574,0.49195205758188526,0.08597907261159572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209943,89309941803ffff,8930994ad6fffff,8,4.309891525035826,23554,8,10.067050936401493,2.0794415416798357,8.368900012063548,2.302585092994046,0.36320246703304865,0.5274256265913552,0.10674259470239693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209944,89309941803ffff,8930994ad83ffff,2,3.7933458858111306,23554,2,10.067050936401493,0.6931471805599453,8.241267312868573,1.3862943611198906,0.45008186514341825,0.46308389347655693,0.07277899765226489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209945,89309941803ffff,8930994ad87ffff,11,3.481224090135894,23554,11,10.067050936401493,2.3978952727983707,8.155426474987912,2.5649493574615367,0.4979701685688564,0.4177516143478519,0.056251573744854004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209946,89309941803ffff,8930994ad8bffff,2,4.041596888987992,23554,2,10.067050936401493,0.6931471805599453,8.304642558755384,1.3862943611198906,0.40899196668797727,0.4959420922065362,0.0880233150142016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209947,89309941803ffff,8930994ad8fffff,3,3.7341225275130983,23554,3,10.067050936401493,1.0986122886681098,8.22553590225323,1.6094379124341003,0.4595559940229699,0.45479283766607603,0.06942316824777682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209948,89309941803ffff,8930994ad93ffff,10,3.872592361251165,23554,10,10.067050936401493,2.302585092994046,8.261937614179363,2.4849066497880004,0.4371807364417441,0.4739191397131179,0.07743621019493355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209949,89309941803ffff,8930994ad97ffff,10,3.5547450157069345,23554,10,10.067050936401493,2.302585092994046,8.17631988869359,2.4849066497880004,0.4871879956662669,0.4287703057198886,0.05989134943303803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209950,89309941803ffff,8930994ad9bffff,1,4.107373019254484,23554,1,10.067050936401493,0.0,8.320782370055229,1.0986122886681098,0.39784031577941037,0.504078524171919,0.09239132054292051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209951,89309941803ffff,8930994ada3ffff,2,3.129460000282492,23554,2,10.067050936401493,0.6931471805599453,8.048935237682393,1.3862943611198906,0.5439204221189665,0.36285604930146614,0.040864571691021756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209953,89309941803ffff,8930994adafffff,6,3.1128632321201875,23554,6,10.067050936401493,1.791759469228055,8.043619431108349,2.0794415416798357,0.5458202197272516,0.3601968720778923,0.040217850551864026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209954,89309941803ffff,8930994adb7ffff,54,2.865192020149452,23554,55,10.067050936401493,4.007333185232471,7.960739605498071,4.02535169073515,0.5707347631303209,0.3200700339846011,0.0313617245009245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209955,89309941803ffff,8930994adbbffff,11,3.4297724352570187,23554,11,10.067050936401493,2.3978952727983707,8.140540714589708,2.5649493574615367,0.5053005086268236,0.40993278229971836,0.05379410093803879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209956,89309941803ffff,8930994adc7ffff,4,4.297828451224529,23554,4,10.067050936401493,1.3862943611198906,8.366097811355939,1.791759469228055,0.36527024957710286,0.5261113270239114,0.10584880668098014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209957,89309941803ffff,8930994adcbffff,4,4.862291409933091,23554,4,10.067050936401493,1.3862943611198906,8.48947073250994,1.791759469228055,0.27118863776718655,0.575518871735275,0.15327159883114044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209958,89309941803ffff,8930994adcfffff,1,4.5606978649668,23554,1,10.067050936401493,0.0,8.425450172016047,1.0986122886681098,0.32049800071465145,0.5523406233214547,0.1264831413835107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209959,89309941803ffff,8930994add3ffff,1,4.663436275233593,23554,2,10.067050936401493,0.6931471805599453,8.447722264657699,1.0986122886681098,0.30334907269333006,0.5611209682779331,0.1352249646021711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209960,89309941803ffff,8930994add7ffff,2,4.351532061561333,23554,2,10.067050936401493,0.6931471805599453,8.378513037855612,1.3862943611198906,0.3560678831851331,0.5318841127454786,0.10986650258587176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209961,89309941803ffff,8930994addbffff,23,4.911725446982464,23554,23,10.067050936401493,3.1354942159291497,8.499584147640002,3.2188758248682006,0.2634653246692321,0.5785350302294023,0.15799414213867327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209983,89309941803ffff,8930994aea7ffff,1,6.8031556541800935,23554,1,10.067050936401493,0.0,8.825288830117705,1.0986122886681098,0.06534230774086952,0.5382819919479759,0.3885587312923775,0.00781696901877712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210505,89309941803ffff,8930994e087ffff,1,5.834833794996453,23554,244,10.067050936401493,5.497168225293202,8.671772429969906,1.0986122886681098,0.14451968411389143,0.5929428812073477,0.26176165428230364,0.0007757803964573249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210682,89309941803ffff,8930994e46bffff,1,4.560709919416902,23554,116,10.067050936401493,4.7535901911063645,8.425452814548397,1.0986122886681098,0.32049597252254414,0.552341704413086,0.12648414431472318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210735,89309941803ffff,8930994e59bffff,4,6.440174460673663,23554,6,10.067050936401493,1.791759469228055,8.770466172140896,1.791759469228055,0.09022276638135121,0.5655765897849485,0.3402178846117671,0.003982759221933101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210741,89309941803ffff,8930994e5d7ffff,1,6.231644559052693,23554,10,10.067050936401493,2.302585092994046,8.737556009521457,1.0986122886681098,0.10702508344841888,0.5777870706347634,0.31269672439081764,0.002491121526000152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210892,89309941803ffff,8930994f04bffff,1,5.959225719434066,23554,3,10.067050936401493,1.0986122886681098,8.692863631730521,1.0986122886681098,0.13195436751917003,0.5894077062415262,0.2774611302456811,0.0011767959936227381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210893,89309941803ffff,8930994f04fffff,2,5.95567689207048,23554,4,10.067050936401493,1.3862943611198906,8.692268036115756,1.3862943611198906,0.13230234141960112,0.5895245021738699,0.2770093734525612,0.0011637829539677552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210895,89309941803ffff,8930994f057ffff,58,5.460276267136495,23554,59,10.067050936401493,4.07753744390572,8.60543778998381,4.0943445622221,0.18711916423274738,0.5962094881577565,0.21654133230319506,0.0001300153063010731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211040,89309941803ffff,8930994f403ffff,1,3.487822550696422,23554,10,10.067050936401493,2.302585092994046,8.157319580247755,1.0986122886681098,0.497016900013548,0.4187481195210419,0.05657204530686324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211042,89309941803ffff,8930994f40bffff,2,3.7555035594503425,23554,73,10.067050936401493,4.290459441148391,8.231243899353114,1.3862943611198906,0.4561534410401278,0.4578045053190017,0.07062252977884542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211043,89309941803ffff,8930994f40fffff,6,3.7255485433576907,23554,123,10.067050936401493,4.812184355372417,8.2232377607652,2.0794415416798357,0.4609145440790287,0.45357941895585346,0.06894605417800422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211046,89309941803ffff,8930994f423ffff,42,3.7501537030100556,23554,46,10.067050936401493,3.828641396489095,8.229818725784643,3.784189633918261,0.45700675305126937,0.4570528639542086,0.0703211461486897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211049,89309941803ffff,8930994f42fffff,1,4.015145495909057,23554,37,10.067050936401493,3.6109179126442243,8.298077889776328,1.0986122886681098,0.41345285269303844,0.49259884185651565,0.08630631988047488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211050,89309941803ffff,8930994f433ffff,1,3.4882636075671445,23554,2,10.067050936401493,0.6931471805599453,8.157445992235601,1.0986122886681098,0.49695307695057095,0.41881467649786586,0.056593509682686394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211051,89309941803ffff,8930994f437ffff,12,3.533495060097793,23554,12,10.067050936401493,2.4849066497880004,8.170325727985981,2.6390573296152584,0.4903399715295342,0.42560499167671406,0.05882368158316661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211060,89309941803ffff,8930994f463ffff,1,4.223591471109717,23554,38,10.067050936401493,3.6375861597263857,8.348677841887714,1.0986122886681098,0.37799320767681793,0.517804594581,0.10045798187433544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211063,89309941803ffff,8930994f473ffff,1,3.986255907555143,23554,390,10.067050936401493,5.966146739123692,8.290858530813187,1.0986122886681098,0.41830670438216866,0.4889021526708061,0.08445673035641646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211067,89309941803ffff,8930994f497ffff,4,2.491085578997815,23554,4,10.067050936401493,1.3862943611198906,7.820875220809588,1.791759469228055,0.5940783208523268,0.2589684757832644,0.020611266532761525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211068,89309941803ffff,8930994f4b7ffff,20,2.7850431447681645,23554,20,10.067050936401493,2.995732273553991,7.932377640496998,3.091042453358316,0.5772913974512468,0.30697258830417457,0.028802787416188056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211090,89309941803ffff,8930994f55bffff,3,4.076753095451646,23554,44,10.067050936401493,3.784189633918261,8.313301403801606,1.6094379124341003,0.4030411176874498,0.5003227980238677,0.0903403909186558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211104,89309941803ffff,8930994f59bffff,1,3.1291649401561688,23554,76,10.067050936401493,4.330733340286331,8.048840978681302,1.0986122886681098,0.543954431762496,0.3628088159665436,0.04085301407192909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211138,89309941803ffff,8930994f657ffff,1,5.858980557720985,23554,80,10.067050936401493,4.382026634673881,8.6759015647705,1.0986122886681098,0.14202075081471338,0.5923476994202265,0.26478648744278127,0.0008450623222790111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211938,89309941803ffff,893099590a3ffff,1,20.825867510055172,23554,164,10.067050936401493,5.099866427824199,9.943999139367548,1.0986122886681098,0.0,0.0,0.0,0.09697000676395517,0.6416375362415443,0.26064140521401186,0.0007510517804888891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212283,89309941803ffff,8930995a04bffff,1,20.480009983087946,23554,167,10.067050936401493,5.117993812416755,9.927253393517937,1.0986122886681098,0.0,0.0,0.0,0.12312639483454868,0.6578926789139188,0.21883346105092752,0.00014746520060520354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221394,89309942227ffff,8930982cb07ffff,1,25.03681338144223,25274,1,10.137531478318627,0.0,10.128142496378707,1.0986122886681098,0.0,0.0,0.0,0.0,0.16301236650295223,0.6666126572262057,0.17037490975028657,6.652055576523319e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221396,89309942227ffff,8930982cb23ffff,1,24.660059068962724,25274,1,10.137531478318627,0.0,10.112980722631617,1.0986122886681098,0.0,0.0,0.0,5.2378024589928596e-05,0.2028148224285143,0.6622014072766569,0.13493139227023895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221443,89309942227ffff,8930982cda7ffff,1,23.262127040143472,25274,2,10.137531478318627,0.6931471805599453,10.05462485556384,1.0986122886681098,0.0,0.0,0.0,0.006998304169341752,0.379863098636304,0.5668534821906723,0.046285115003681904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222590,89309942227ffff,893099400dbffff,2,2.9848983745637843,25274,2,10.137531478318627,0.6931471805599453,8.001655943549366,1.3862943611198906,0.5595280023867085,0.33955219358124994,0.03545907360130207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222593,89309942227ffff,89309940133ffff,1,4.945656626497352,25274,1,10.137531478318627,0.0,8.506467198367378,1.0986122886681098,0.25823785527509086,0.5804696814504839,0.1612911793786448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
