hh_id,hh_cms_zone_gp,participation_group,signup_platform,diary_platform,num_days_complete,num_days_complete_weekday,num_days_complete_weekend,num_complete_mon,num_complete_tue,num_complete_wed,num_complete_thu,num_complete_fri,num_complete_sat,num_complete_sun,num_people,r_num_people,num_adults,num_kids,num_students,num_workers,num_vehicles,r_num_vehicles,num_trips,income_broad,primary_language,residence_type,residence_rent_own,home_county,vehicle_change,reduced_veh_1,reduced_veh_2,reduced_veh_3,reduced_veh_4,reduced_veh_5,reduced_veh_6,reduced_veh_7,reduced_veh_8,reduced_veh_997,increased_veh_1,increased_veh_2,increased_veh_3,increased_veh_4,increased_veh_5,increased_veh_6,increased_veh_7,increased_veh_8,increased_veh_997,ev_typical_charge_1,ev_typical_charge_2,ev_typical_charge_3,ev_typical_charge_4,ev_typical_charge_5,ev_typical_charge_6,ev_typical_charge_7,ev_typical_charge_997,ev_purchase,ev_purchase_barriers_1,ev_purchase_barriers_2,ev_purchase_barriers_3,ev_purchase_barriers_4,ev_purchase_barriers_5,num_bicycles,bicycle_type_1,bicycle_type_2,bicycle_type_997,bike_change,reduced_bike_1,reduced_bike_2,reduced_bike_3,reduced_bike_4,reduced_bike_5,reduced_bike_6,reduced_bike_7,reduced_bike_8,reduced_bike_997,increased_bike_1,increased_bike_2,increased_bike_3,increased_bike_4,increased_bike_5,increased_bike_6,increased_bike_7,increased_bike_8,increased_bike_9,increased_bike_997,bike_store_1,bike_store_2,bike_store_3,bike_store_4,bike_store_5,bike_store_6,bike_store_8,bike_store_9,bike_store_997,num_scooters,scooter_typical_charge_1,scooter_typical_charge_2,scooter_typical_charge_4,scooter_typical_charge_5,scooter_typical_charge_6,scooter_typical_charge_7,scooter_typical_charge_997,packages,hh_weight
22018223,1,3,browser,rmove,5,3,2,1,0,1,0,1,1,1,3,3,2,1,0,2,1,1,58,5,1,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,161.5813361
22018317,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,1,1,1,32,1,2,5,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,88.60200931
22018365,1,9,rmove,rmove,5,4,1,1,1,1,1,0,1,0,5,5,3,2,0,3,1,1,27,3,1,4,2,36005,1,0,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,2,1,0,0,2,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,7,1066.378186
22018402,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,30,1,1,997,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,1,0,0,0,0,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1063.198484
22018486,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,15,1,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,3155.036741
22018492,1,3,browser,rmove,7,5,2,1,1,1,1,1,1,1,4,4,3,1,1,1,0,0,46,2,2,3,4,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,1090.256051
22018582,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,4,4,4,0,0,3,0,0,9,3,2,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,858.7594904
22018978,1,3,browser,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,1,1,1,50,1,2,5,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,1,0,1,0,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,88.71776356
22019042,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,5,5,3,2,1,3,0,0,27,999,2,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,251.0739852
22019294,1,9,rmove,rmove,5,3,2,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,20,1,1,4,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,1,0,0,0,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,234.9120988
22019408,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,12,1,2,1,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,1,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,1,0,0,0,995,995,995,995,995,995,995,995,2,429.1953174
22019621,1,1,browser,browser,1,1,0,0,0,0,1,0,0,0,2,2,2,0,0,1,1,1,3,3,1,3,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1500.9006
22019806,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,3,3,3,0,0,2,1,1,38,4,1,3,1,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,1,0,1,0,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,455.9720644
22019931,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,30,2,1,5,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,0,1,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,4005.57549
22019934,1,9,rmove,rmove,4,4,0,0,1,1,1,1,0,0,2,2,2,0,0,1,1,1,14,3,1,4,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,1,0,0,0,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,158.3462815
22019996,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,25,1,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1540.506909
22020067,1,9,rmove,rmove,3,2,1,0,0,1,1,0,0,1,3,3,3,0,0,1,1,1,13,1,2,4,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,0,1,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,997,59.16082768
22020396,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,3,3,2,1,0,2,1,1,12,5,1,5,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,995,995,995,995,2,161.5813361
22020524,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,4,4,3,1,2,0,1,1,0,1,2,4,2,36005,2,995,995,995,995,995,995,995,995,995,0,0,0,0,0,1,0,0,0,995,995,995,995,995,995,995,995,3,0,0,0,1,0,0,995,995,995,1,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,401.8490478
22020549,1,9,rmove,rmove,6,4,2,1,0,1,1,1,1,1,6,5,5,1,3,5,2,2,73,3,2,4,2,36005,2,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,1,1,0,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,507.4857743
22020647,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,19,3,1,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,907.1316522
22020652,1,1,browser,browser,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,2,2,2,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,177.4466341
22020695,1,9,rmove,rmove,4,2,2,0,0,0,1,1,1,1,2,2,1,1,0,0,0,0,15,999,1,4,999,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,2246.601597
22020752,1,9,rmove,rmove,6,4,2,1,1,0,1,1,1,1,2,2,2,0,0,1,0,0,23,2,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,168.8911101
22020848,1,3,browser,rmove,6,4,2,1,1,0,1,1,1,1,3,3,3,0,0,3,0,0,31,2,997,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,997,2926.253296
22021055,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,3,3,3,0,1,2,0,0,38,1,2,997,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,709.047658
22021190,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,3,3,2,1,0,1,0,0,3,2,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,136.7937263
22021268,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,37,5,1,3,1,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,177.3170768
22021290,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,29,2,1,3,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,177.4005139
22021752,1,9,rmove,rmove,6,4,2,0,1,1,1,1,1,1,2,2,1,1,0,1,0,0,45,1,2,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,820.5977876
22021987,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,43,2,1,5,997,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,177.135093
22022148,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,4,4,3,1,1,1,0,0,21,2,1,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,59.08742919
22022613,1,5,call,call,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,4,2,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,6,177.5353118
22022807,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,3,3,1,2,0,0,0,0,5,1,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,2,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,317.5770889
22022814,1,1,browser,browser,1,1,0,0,0,0,1,0,0,0,4,4,1,3,0,0,0,0,1,1,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,2994.657068
22022886,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,4,4,2,2,1,1,1,1,23,1,1,5,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,0,1,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,597.6644983
22022915,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,4,4,4,0,0,3,2,2,25,4,2,2,999,36005,2,995,995,995,995,995,995,995,995,995,1,0,0,0,1,1,1,1,0,995,995,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,2183.552028
22022924,1,9,rmove,rmove,4,2,2,1,0,0,0,1,1,1,3,3,3,0,0,1,0,0,43,2,1,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,95.61331233
22023106,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,2,0,0,48,2,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,7,189.6892677
22023215,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,4,4,3,1,0,0,1,1,28,1,1,5,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,997,1059.723829
22023463,1,5,call,call,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,2,1,6,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,176.9614957
22023698,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,2,2,2,19,5,1,5,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,4391.876203
22023818,1,5,call,call,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,8732.939507
22023900,1,9,rmove,rmove,4,4,0,1,1,0,1,1,0,0,2,2,2,0,0,0,0,0,0,1,1,6,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,997,4391.557012
22023931,1,9,rmove,rmove,5,3,2,1,0,1,0,1,1,1,6,5,4,2,1,3,0,0,12,1,1,3,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,2195.884731
22024100,1,5,call,call,1,1,0,0,0,0,1,0,0,0,2,2,2,0,0,2,0,0,2,1,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1005.350102
22024402,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,4,4,4,0,0,2,1,1,21,4,1,5,2,36005,1,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,2195.149031
22024428,1,9,rmove,rmove,4,3,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,40,2,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,177.0812049
22024431,1,1,browser,browser,1,1,0,0,1,0,0,0,0,0,3,3,3,0,0,3,0,0,2,3,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,125.4465271
22024472,1,3,browser,rmove,4,3,1,0,1,1,0,1,0,1,2,2,2,0,0,2,0,0,14,1,2,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1406.694609
22024553,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,28,5,1,5,1,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,997,177.1652544
22024673,1,1,browser,browser,1,1,0,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,2,999,1,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,6387.936214
22024697,1,9,rmove,rmove,5,4,1,1,1,1,1,0,0,1,3,3,2,1,0,2,0,0,33,5,1,2,1,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,1,1,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,305.1660679
22024854,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,5,5,3,2,0,2,0,0,39,1,2,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,1,0,0,0,1,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,5,1938.103783
22025124,1,5,call,call,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,1,2,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,3155.036741
22025325,1,9,rmove,rmove,5,4,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,23,2,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,177.4440306
22025420,1,9,rmove,rmove,4,3,1,0,1,0,1,1,0,1,2,2,1,1,0,1,0,0,39,3,1,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,397.4745068
22025567,1,1,browser,browser,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,1,4,999,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,177.3318217
22025695,1,9,rmove,rmove,6,4,2,0,1,1,1,1,1,1,2,2,2,0,0,2,0,0,26,2,1,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,301.8158401
