hh_id,num_trips,person_id,person_num,day_id,travel_dow,day_num,is_complete,travel_date,summary_complete,num_complete_trip_surveys,begin_day,end_day,telecommute_time,delivery_2,delivery_3,delivery_4,delivery_5,delivery_6,delivery_7,delivery_8,delivery_9,delivery_996,shop_online,no_travel_1,no_travel_2,no_travel_3,no_travel_4,no_travel_5,no_travel_6,no_travel_7,no_travel_8,no_travel_9,no_travel_11,no_travel_12,no_travel_13,no_travel_99,wkday_weight,svnday_weight
22053330,11,2205333001,1,220533300107,3,7,1,10/19/2022,1,11,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,425.8578528,243.3473445
22053339,1,2205333901,1,220533390101,3,1,1,10/26/2022,1,1,1,997,995,0,0,0,1,0,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,238.3700703,238.3700703
22053403,13,2205340301,1,220534030101,2,1,1,10/18/2022,1,13,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,225.7383267,112.8691633
22053403,10,2205340301,1,220534030102,3,2,1,10/19/2022,1,10,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,225.7383267,112.8691633
22053403,13,2205340301,1,220534030103,4,3,0,10/20/2022,1,12,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22053403,12,2205340301,1,220534030104,5,4,1,10/21/2022,1,12,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,112.8691633
22053403,19,2205340301,1,220534030105,6,5,1,10/22/2022,1,19,1,1,0,0,0,0,0,0,0,0,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,112.8691633
22053403,2,2205340301,1,220534030106,7,6,1,10/23/2022,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,112.8691633
22053403,11,2205340301,1,220534030107,1,7,1,10/24/2022,1,11,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,225.7383267,112.8691633
22053420,5,2205342001,1,220534200101,4,1,1,10/06/2022,1,5,1,1,995,1,0,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1447.204666,1157.763733
22053420,10,2205342001,1,220534200102,5,2,0,10/07/2022,1,9,1,1,995,1,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22053420,4,2205342001,1,220534200103,6,3,0,10/08/2022,1,2,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22053420,3,2205342001,1,220534200104,7,4,1,10/09/2022,1,3,1,1,995,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1157.763733
22053420,1,2205342001,1,220534200105,1,5,1,10/10/2022,1,1,1,1,995,0,0,0,0,0,0,0,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1447.204666,1157.763733
22053420,10,2205342001,1,220534200106,2,6,1,10/11/2022,1,10,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1447.204666,1157.763733
22053420,11,2205342001,1,220534200107,3,7,1,10/12/2022,1,11,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1447.204666,1157.763733
22053619,8,2205361901,1,220536190101,3,1,1,10/12/2022,1,8,1,1,570,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,90.45533107,51.68876061
22053619,7,2205361901,1,220536190102,4,2,1,10/13/2022,1,7,1,1,600,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,90.45533107,51.68876061
22053619,6,2205361901,1,220536190103,5,3,1,10/14/2022,1,6,1,1,570,1,0,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,51.68876061
22053619,10,2205361901,1,220536190104,6,4,1,10/15/2022,1,10,1,1,150,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,51.68876061
22053619,4,2205361901,1,220536190105,7,5,1,10/16/2022,1,4,1,1,75,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,51.68876061
22053619,8,2205361901,1,220536190106,1,6,1,10/17/2022,1,8,1,1,555,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,90.45533107,51.68876061
22053619,12,2205361901,1,220536190107,2,7,1,10/18/2022,1,12,1,1,510,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,90.45533107,51.68876061
22053630,16,2205363001,1,220536300101,4,1,1,10/13/2022,1,16,1,1,0,0,0,0,1,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2602.52618,1487.157817
22053630,12,2205363001,1,220536300102,5,2,1,10/14/2022,1,12,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1487.157817
22053630,8,2205363001,1,220536300103,6,3,1,10/15/2022,1,8,1,1,0,1,0,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1487.157817
22053630,4,2205363001,1,220536300104,7,4,1,10/16/2022,1,4,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1487.157817
22053630,10,2205363001,1,220536300105,1,5,1,10/17/2022,1,10,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2602.52618,1487.157817
22053630,9,2205363001,1,220536300106,2,6,1,10/18/2022,1,9,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2602.52618,1487.157817
22053630,7,2205363001,1,220536300107,3,7,1,10/19/2022,1,7,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2602.52618,1487.157817
22053665,4,2205366501,1,220536650101,7,1,1,10/16/2022,1,4,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,88.12869069
22053665,7,2205366501,1,220536650102,1,2,1,10/17/2022,1,7,1,2,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,154.2252087,88.12869069
22053665,8,2205366501,1,220536650103,2,3,1,10/18/2022,1,8,2,2,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,154.2252087,88.12869069
22053665,9,2205366501,1,220536650104,3,4,1,10/19/2022,1,9,2,2,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,154.2252087,88.12869069
22053665,10,2205366501,1,220536650105,4,5,1,10/20/2022,1,10,2,2,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,154.2252087,88.12869069
22053665,12,2205366501,1,220536650106,5,6,1,10/21/2022,1,12,2,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,88.12869069
22053665,2,2205366501,1,220536650107,6,7,1,10/22/2022,1,2,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,88.12869069
22053697,1,2205369701,1,220536970101,2,1,1,10/11/2022,1,1,997,1,285,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1870.876395,1870.876395
22053705,2,2205370501,1,220537050101,3,1,1,10/12/2022,1,2,1,1,150,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1444.962828,1444.962828
22053750,2,2205375001,1,220537500101,2,1,1,10/04/2022,1,2,1,1,480,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,480.6432568,274.6532896
22053750,3,2205375001,1,220537500102,3,2,1,10/05/2022,1,3,1,1,450,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,480.6432568,274.6532896
22053750,4,2205375001,1,220537500103,4,3,1,10/06/2022,1,4,1,1,420,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,480.6432568,274.6532896
22053750,2,2205375001,1,220537500104,5,4,1,10/07/2022,1,2,1,1,450,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,274.6532896
22053750,3,2205375001,1,220537500105,6,5,1,10/08/2022,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,274.6532896
22053750,3,2205375001,1,220537500106,7,6,1,10/09/2022,1,3,1,1,0,0,0,0,0,0,0,0,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,274.6532896
22053750,6,2205375001,1,220537500107,1,7,1,10/10/2022,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,480.6432568,274.6532896
22053765,12,2205376501,1,220537650101,6,1,1,10/29/2022,1,12,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,148.7400514
22053765,2,2205376501,1,220537650102,7,2,1,10/30/2022,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,148.7400514
22053765,3,2205376501,1,220537650103,1,3,1,10/31/2022,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,260.2950899,148.7400514
22053765,2,2205376501,1,220537650104,2,4,1,11/01/2022,1,2,1,1,480,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,260.2950899,148.7400514
22053765,0,2205376501,1,220537650105,3,5,1,11/02/2022,1,0,1,1,480,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,260.2950899,148.7400514
22053765,3,2205376501,1,220537650106,4,6,1,11/03/2022,1,3,1,1,480,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,260.2950899,148.7400514
22053765,4,2205376501,1,220537650107,5,7,1,11/04/2022,1,4,1,1,480,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,148.7400514
22053770,2,2205377001,1,220537700101,2,1,1,10/18/2022,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,373.7578797,373.7578797
22053871,6,2205387101,1,220538710101,2,1,1,10/18/2022,1,6,1,1,120,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,947.1229296,947.1229296
22053882,3,2205388201,1,220538820101,3,1,0,10/05/2022,1,2,1,1,15,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22053882,8,2205388201,1,220538820102,4,2,1,10/06/2022,1,8,1,1,420,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,124.5859599,62.29297994
22053882,12,2205388201,1,220538820103,5,3,1,10/07/2022,1,12,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,62.29297994
22053882,11,2205388201,1,220538820104,6,4,1,10/08/2022,1,11,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,62.29297994
22053882,8,2205388201,1,220538820105,7,5,1,10/09/2022,1,8,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,62.29297994
22053882,0,2205388201,1,220538820106,1,6,1,10/10/2022,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124.5859599,62.29297994
22053882,16,2205388201,1,220538820107,2,7,1,10/11/2022,1,16,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,124.5859599,62.29297994
22053902,10,2205390201,1,220539020101,4,1,1,10/13/2022,1,10,1,1,0,0,0,0,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,190.5027326,127.0018218
22053902,1,2205390201,1,220539020102,5,2,1,10/14/2022,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,127.0018218
22053902,7,2205390201,1,220539020103,6,3,1,10/15/2022,1,7,4,4,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,127.0018218
22053902,0,2205390201,1,220539020104,7,4,0,10/16/2022,1,0,4,4,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22053902,2,2205390201,1,220539020105,1,5,1,10/17/2022,1,2,4,4,0,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,190.5027326,127.0018218
22053902,8,2205390201,1,220539020106,2,6,1,10/18/2022,1,8,4,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,190.5027326,127.0018218
22053902,3,2205390201,1,220539020107,3,7,1,10/19/2022,1,3,1,1,105,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,190.5027326,127.0018218
22053910,3,2205391001,1,220539100101,1,1,1,10/31/2022,1,3,1,1,480,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,6208.091649,6208.091649
22053910,9,2205391001,1,220539100102,2,2,0,11/01/2022,0,9,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22053910,8,2205391001,1,220539100103,3,3,0,11/02/2022,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22053910,6,2205391001,1,220539100104,4,4,0,11/03/2022,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22053910,6,2205391001,1,220539100105,5,5,0,11/04/2022,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22053910,4,2205391001,1,220539100106,6,6,0,11/05/2022,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22053910,3,2205391001,1,220539100107,7,7,0,11/06/2022,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22053987,2,2205398701,1,220539870101,2,1,1,10/04/2022,1,2,1,1,390,0,1,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,254.0036435,152.4021861
22053987,4,2205398701,1,220539870102,3,2,1,10/05/2022,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,254.0036435,152.4021861
22053987,3,2205398701,1,220539870103,4,3,0,10/06/2022,1,1,1,1,60,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22053987,7,2205398701,1,220539870104,5,4,1,10/07/2022,1,7,1,1,0,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,152.4021861
22053987,9,2205398701,1,220539870105,6,5,0,10/08/2022,1,8,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22053987,7,2205398701,1,220539870106,7,6,1,10/09/2022,1,7,1,1,0,0,0,0,0,0,0,0,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,152.4021861
22053987,3,2205398701,1,220539870107,1,7,1,10/10/2022,1,3,1,1,0,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,254.0036435,152.4021861
22054001,7,2205400101,1,220540010101,4,1,1,10/13/2022,1,7,1,5,120,1,0,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,578.4488373,330.5421927
22054001,2,2205400101,1,220540010102,5,2,1,10/14/2022,1,2,1,2,15,1,0,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,330.5421927
22054001,6,2205400101,1,220540010103,6,3,1,10/15/2022,1,6,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,330.5421927
22054001,3,2205400101,1,220540010104,7,4,1,10/16/2022,1,3,1,1,210,0,0,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,330.5421927
22054001,2,2205400101,1,220540010105,1,5,1,10/17/2022,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,578.4488373,330.5421927
22054001,3,2205400101,1,220540010106,2,6,1,10/18/2022,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,578.4488373,330.5421927
22054001,4,2205400101,1,220540010107,3,7,1,10/19/2022,1,4,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,578.4488373,330.5421927
22054002,2,2205400201,1,220540020101,3,1,1,10/26/2022,1,2,1,1,540,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,652.1725993,372.6700567
22054002,13,2205400201,1,220540020102,4,2,1,10/27/2022,1,13,1,1,30,0,0,0,0,0,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,652.1725993,372.6700567
22054002,8,2205400201,1,220540020103,5,3,1,10/28/2022,1,8,1,1,0,0,0,0,1,0,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,372.6700567
22054002,7,2205400201,1,220540020104,6,4,1,10/29/2022,1,7,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,372.6700567
22054002,7,2205400201,1,220540020105,7,5,1,10/30/2022,1,7,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,372.6700567
22054002,5,2205400201,1,220540020106,1,6,1,10/31/2022,1,5,1,1,480,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,652.1725993,372.6700567
22054002,5,2205400201,1,220540020107,2,7,1,11/01/2022,1,5,1,7,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,652.1725993,372.6700567
22054049,13,2205404901,1,220540490101,4,1,1,10/13/2022,1,13,4,1,495,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,157.5902982,90.05159895
22054049,11,2205404901,1,220540490102,5,2,1,10/14/2022,1,11,1,1,480,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,90.05159895
22054049,14,2205404901,1,220540490103,6,3,1,10/15/2022,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,90.05159895
22054049,12,2205404901,1,220540490104,7,4,1,10/16/2022,1,12,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,90.05159895
22054049,7,2205404901,1,220540490105,1,5,1,10/17/2022,1,7,1,1,480,0,0,0,0,0,0,0,1,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,157.5902982,90.05159895
22054049,7,2205404901,1,220540490106,2,6,1,10/18/2022,1,7,1,1,480,0,0,0,0,0,0,0,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,157.5902982,90.05159895
22054049,7,2205404901,1,220540490107,3,7,1,10/19/2022,1,7,1,4,480,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,157.5902982,90.05159895
22054081,16,2205408101,1,220540810101,6,1,1,10/15/2022,1,16,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,152.5919647
22054081,6,2205408101,1,220540810102,7,2,1,10/16/2022,1,6,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,152.5919647
22054081,2,2205408101,1,220540810103,1,3,1,10/17/2022,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,305.1839293,152.5919647
22054081,8,2205408101,1,220540810104,2,4,1,10/18/2022,1,8,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,305.1839293,152.5919647
22054081,27,2205408101,1,220540810105,3,5,1,10/19/2022,1,27,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,305.1839293,152.5919647
22054081,11,2205408101,1,220540810106,4,6,0,10/20/2022,1,9,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22054081,18,2205408101,1,220540810107,5,7,1,10/21/2022,1,18,1,1,0,0,0,0,0,0,0,0,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,152.5919647
22054084,4,2205408401,1,220540840101,2,1,1,11/01/2022,1,4,1,1,420,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,3259.953024,3259.953024
22054086,9,2205408601,1,220540860101,3,1,1,10/12/2022,1,9,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,226.0869345,113.0434673
22054086,5,2205408601,1,220540860102,4,2,1,10/13/2022,1,5,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,226.0869345,113.0434673
22054086,11,2205408601,1,220540860103,5,3,1,10/14/2022,1,11,1,7,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,113.0434673
22054086,12,2205408601,1,220540860104,6,4,1,10/15/2022,1,12,7,4,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,113.0434673
22054086,3,2205408601,1,220540860105,7,5,1,10/16/2022,1,3,4,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,113.0434673
22054086,3,2205408601,1,220540860106,1,6,0,10/17/2022,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22054086,3,2205408601,1,220540860107,2,7,1,10/18/2022,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,226.0869345,113.0434673
22054119,7,2205411901,1,220541190101,3,1,1,11/02/2022,1,7,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,115.146701,65.79811487
22054119,2,2205411901,1,220541190102,4,2,1,11/03/2022,1,2,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,115.146701,65.79811487
22054119,12,2205411901,1,220541190103,5,3,1,11/04/2022,1,12,1,1,995,1,0,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,65.79811487
22054119,5,2205411901,1,220541190104,6,4,1,11/05/2022,1,5,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,65.79811487
22054119,5,2205411901,1,220541190105,7,5,1,11/06/2022,1,5,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,65.79811487
22054119,7,2205411901,1,220541190106,1,6,1,11/07/2022,1,7,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,115.146701,65.79811487
22054119,12,2205411901,1,220541190107,2,7,1,11/08/2022,1,12,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,115.146701,65.79811487
22054155,11,2205415501,1,220541550101,3,1,1,10/19/2022,1,11,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,443.2685234,253.2962991
22054155,2,2205415501,1,220541550102,4,2,1,10/20/2022,1,2,1,1,420,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,443.2685234,253.2962991
22054155,6,2205415501,1,220541550103,5,3,1,10/21/2022,1,6,1,1,0,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,253.2962991
22054155,5,2205415501,1,220541550104,6,4,1,10/22/2022,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,253.2962991
22054155,3,2205415501,1,220541550105,7,5,1,10/23/2022,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,253.2962991
22054155,10,2205415501,1,220541550106,1,6,1,10/24/2022,1,10,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,443.2685234,253.2962991
22054155,15,2205415501,1,220541550107,2,7,1,10/25/2022,1,15,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,443.2685234,253.2962991
22054163,4,2205416301,1,220541630101,3,1,1,10/12/2022,1,4,1,1,120,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,5365.920598,5365.920598
22054163,5,2205416301,1,220541630102,4,2,0,10/13/2022,0,4,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22054163,7,2205416301,1,220541630103,5,3,0,10/14/2022,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22054163,8,2205416301,1,220541630104,6,4,0,10/15/2022,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22054163,10,2205416301,1,220541630105,7,5,0,10/16/2022,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22054163,2,2205416301,1,220541630106,1,6,0,10/17/2022,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22054163,0,2205416301,1,220541630107,2,7,0,10/18/2022,0,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22054203,2,2205420301,1,220542030101,3,1,1,10/12/2022,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1370.225164,782.9858079
22054203,6,2205420301,1,220542030102,4,2,1,10/13/2022,1,6,1,1,0,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1370.225164,782.9858079
